"C1"	"C2"	"C3"	"C4"	"C5"	"C11"	"Ds1"	"Ds3"	"Ds4"	"Ds5"	"Ds8"	"Ds9"
"ENSG00000160075"	48.8542649481441	55.5619792629615	51.6614564913363	42.5392885803269	36.3931087836415	40.6031433519229	47.335200559464	44.7705069414569	46.8515864647968	42.5542100068033	38.1576243915995	40.4536778356879
"ENSG00000228594"	0.622083169967879	0.860555907776509	7.94078607552239	6.72291034154234	0.592870193217217	4.85331062477626	8.63571789162061	4.38027712965334	2.68116195469857	5.731206734923	2.79486160345388	11.810706339317
"ENSG00000197530"	11.1974970594218	13.3947397819126	29.3222022788745	26.7154952436836	12.8607226528658	28.4265336594038	34.4353730035162	35.9080857721582	28.4271914940477	33.9932199465121	23.368148406656	50.6574853533291
"ENSG00000248333"	29.1134923544967	19.0070609195855	15.0782241434044	15.3540703433478	33.3831524180771	19.4565756296834	23.8288481241813	22.0032525582587	22.446137902797	19.5219229408315	32.2961785288004	19.8853729182378
"ENSG00000189339"	14.5567461772484	28.5105913793782	47.6138184528405	36.1393127966752	15.0497818278217	42.2931354444789	40.6702896555576	29.7960711726419	47.7796809875771	31.5574570841698	27.8321634677282	48.7292067673181
"ENSG00000008128"	1.28563855126695	1.75852728980417	1.08143001028515	1.08623442199592	2.37148077286887	1.64665896197766	1.18248419262855	2.59760620479443	1.89056291677463	1.25370147326441	1.94087611350964	2.2094858798042
"ENSG00000215790"	13.0222743579943	26.9017259865787	21.0415382001196	22.0182653107282	9.94197708625794	27.126539742053	35.725355759111	40.7467639967753	17.5994220616111	35.3543815460563	16.7691696207233	44.6316147720449
"ENSG00000008130"	8.95799764753746	8.38106623225817	15.3563061460491	12.7705938802224	8.02655030817155	11.4399464726869	19.8872341487529	18.2851103435529	14.1620349402027	14.4712970056806	8.53985489944241	16.9527825686795
"ENSG00000078369"	435.541163400178	379.018754164175	324.55259508672	341.37118537753	317.915239762863	321.185163846801	355.246917749073	283.648410872552	358.588224505327	290.536361418503	373.773921939686	315.956480812001
"ENSG00000142609"	2.77863815918986	3.92862479637102	7.32282606964516	7.31006408316176	4.5149345483465	5.19997566940314	4.4074410816155	8.20028625435103	6.59978327310417	9.59977128099603	6.17198604096065	9.44053057734523
"ENSG00000187730"	4.6448876690935	7.96949601549549	13.0698541243034	17.8494737452303	3.73964275721629	9.35995620492565	14.0823117485763	12.5805633840044	9.89967490965626	12.8952151535768	7.60823436495778	10.8063945757696
"ENSG00000067606"	93.4368921291754	90.3583703165334	104.373444992664	110.590407234018	72.4669797709352	103.912847126906	133.405716641093	84.6514022033007	99.993591361771	78.4458921842586	94.8700244283511	110.594811401836
"ENSG00000162585"	1.99066614389721	2.43200582632492	5.31445605054417	4.75594530711729	1.86982137860814	4.41997931899267	7.41740084466998	5.65361350455257	9.48718845508725	5.80284681910954	3.7652996602087	11.0072569284791
"ENSG00000157933"	38.8179898059956	31.6160757422239	51.6305584910424	47.1190877649584	31.6045418384255	65.2163615204311	82.9172249012867	75.94178139899	75.4162734437008	76.762350205875	56.8288526035622	93.1599591866536
"ENSG00000116151"	3.85691565380085	4.82659617839868	8.83682808404437	8.39629850515769	4.33251295043351	8.27662794046667	7.81156224221283	9.01522153428654	8.97158038687598	10.1370719123951	7.87995702084913	11.1679468106467
"ENSG00000157916"	33.0948246422912	36.4800873948737	43.7824664164016	41.8053464033026	42.3674161152919	46.0631178047961	45.0777307371731	53.2254604707877	50.3920951998475	46.0287540898504	42.893362108563	50.0548982952007
"ENSG00000157911"	10.5339416781227	11.7858743891131	17.0247981619176	14.7375589146474	10.7628742768664	13.1732716958213	10.2840291904362	12.8352306589842	10.0371703945126	16.9070598680229	8.34576728809144	13.9800197485793
"ENSG00000149527"	18.372189619718	15.1906825459679	45.5745504334456	42.0108502128694	16.1899168147778	55.5530734014569	51.0259845546379	41.0014312717551	32.7582992670223	43.9153716063475	34.3535072091206	49.171103943279
"ENSG00000157881"	7.50647025094574	9.01712929452776	14.4602641375271	11.7430748323884	7.61610171286732	10.6599501222764	17.5580986178178	13.7010993939157	14.2307826826309	14.6145771740537	9.78201561208857	17.6758870384336
"ENSG00000157873"	1.94919393256602	2.35717487782261	8.18797007787328	4.90273374252215	4.19569675199876	8.6666261156719	6.05575238043105	9.77922335922607	6.49666165946192	8.70427022866431	6.59897878593277	9.03880587192628
"ENSG00000157870"	7.00880371497144	12.0851981831223	33.8642083220721	23.5448650389387	5.24462093999845	18.5899130181162	29.8487676502903	16.2477721437142	19.9024714329548	17.2294402468623	10.2478258793309	39.7707458364756
"ENSG00000215912"	1.70036066457887	0.673478536520746	3.02800402879842	2.49540340188253	0.820897190608454	1.77665835371274	3.26078974330903	3.56534184971784	2.4061709849859	2.93724345164804	2.60077399210291	5.46345599369766
"ENSG00000142611"	6.34524833367237	7.29601747897475	9.42389008962773	9.92289823336818	7.43368011495433	8.92662489914206	14.2256431658647	17.4701750636174	13.2339404174224	18.4115016359402	11.684074203328	23.7821025608016
"ENSG00000162591"	0.787972015292647	1.04763327903227	2.1628600205703	1.96696503442505	1.55058358226041	1.16999452561571	2.18580411364671	3.76907566970171	2.99052679562533	1.86264218884998	2.75604408118369	5.34293858207198
"ENSG00000158109"	54.3700690551926	67.460100074828	60.0966105715605	56.9539129370836	30.0083528566868	51.6964247799829	63.8183135476195	48.5395826111586	53.451369737901	54.768844360608	47.3573771696352	66.3649213352099
"ENSG00000116213"	2.94452700451463	3.21773078559912	8.58964408169347	4.63851455879341	2.28026997391237	5.28664193055986	6.73657661255052	7.48721788440746	7.49350392467036	8.31024976563836	5.97789842960968	10.4046698703507
"ENSG00000130764"	36.6614348167737	26.3030783985602	45.5127544328579	36.374174293323	29.2330610655566	42.2931354444789	42.1036038284407	33.055812292384	32.0364479715265	36.3573427246678	31.8691857838283	38.4450543085931
"ENSG00000116198"	58.4758179769806	47.2183285049545	35.3782103364713	35.2292244971651	56.2770629561573	53.1697512196471	44.3610736507316	56.3324012255419	52.5576490863348	54.2315437292089	57.8381081825872	49.0505865316533
"ENSG00000169598"	2.86158258185224	1.90818918680878	5.15996604907486	4.40365306214564	3.37479956139031	4.72331123304119	6.73657661255052	8.81148771430266	6.08417520489291	6.44760757678838	5.04627789512506	8.1550115200046
"ENSG00000198912"	10.160691776142	10.5885792130762	9.33119608874615	8.83666381137225	7.34246931599784	8.05996228757487	11.3948476744206	11.2562935541092	9.04032812930415	8.13114955517201	10.6360011020328	8.9584609308425
"ENSG00000196581"	181.98006332127	187.00254030726	149.113749418175	150.311357854571	148.035126706391	199.072401876984	179.23593731903	143.734209998625	185.137670359058	143.136888204702	179.802763155533	203.915460470657
"ENSG00000131697"	8.33591447756958	8.19398886100241	15.5107961475184	13.5338937443276	6.61278292434588	24.3098862544597	24.4738395019787	26.8928642378717	16.4994581827604	23.5695876973709	18.0113303333694	37.4005700745039
"ENSG00000069424"	97.7914743189506	103.977602943953	148.83566741553	135.926091184895	56.0946413582443	181.435817731591	172.606859269446	126.365901844999	132.958133856078	123.93734564271	118.587530535439	251.439493121718
"ENSG00000116254"	164.478790139507	142.702618793896	230.5299801925	199.749702898926	116.521795666922	259.435452772638	285.946177490176	248.249659650353	217.792848012438	235.480956721149	236.515163192284	283.979194260653
"ENSG00000116251"	62.9548168007493	58.630048151556	53.5771325095557	67.9336879053667	76.8450981208469	43.5064631006729	40.0252982777602	38.8622261619244	45.5453793586616	44.918332784959	44.096705298939	42.8640260682015
"ENSG00000158286"	4.56194324643111	3.66671647661295	8.21886807816714	7.60364095397147	2.00663757704289	11.1799476892168	10.5348591706907	12.3258961090245	8.31847683380838	12.2146343538047	7.56941684268759	11.5294990455237
"ENSG00000116237"	30.6064919624196	40.9325288307609	38.3753163649759	44.6823997372378	34.2040496086856	30.4198576660084	34.0053787516513	33.2595461123678	32.7926731382363	33.9932199465121	27.0169955000542	31.3746994932197
"ENSG00000158292"	1.74183287591006	4.67693428139407	11.4940561093164	9.27702911758682	1.86982137860814	8.10329541815323	12.4698333040829	6.21388150950823	3.84987357597743	9.49231115471623	3.61002957112793	9.40035810680333
"ENSG00000097021"	29.9429365811206	50.2489819192979	60.4982845753807	46.3557879008531	14.000857639822	54.0797469617927	65.0366305945701	39.7790283518519	37.7081367218504	42.2676496700572	33.1113464964744	51.5814521757927
"ENSG00000215788"	3.6080823858137	3.44222363110603	6.61217206288634	5.60731823246545	5.06219934208547	12.8266066511944	13.437320370779	16.2477721437142	16.1900933418337	16.9070598680229	10.2478258793309	18.5998538608972
"ENSG00000171680"	18.4136618310492	20.1295251471201	50.8890064839898	36.4622473545659	27.1808180890355	49.8331001651134	45.3643935717497	48.2849153361787	47.332820661794	51.7957808668667	43.2427198089947	81.6706326116717
"ENSG00000162408"	48.1077651441826	43.17745728583	52.619294500446	46.502576336258	38.7189841570321	61.4030460295354	49.0551775669237	42.2747676466544	38.773726729487	39.0796659237562	44.9895083111534	50.8181752354967
"ENSG00000204859"	3.40072132915774	4.56468785864061	9.08401208639526	8.63116000180545	2.46269157182536	6.93330089253752	12.0398390522179	11.8674950140608	7.25288682617177	9.42067107052969	6.67661383047315	11.3286366928143
"ENSG00000162413"	8.12855342091362	9.84026972805312	23.6678682250979	16.3815893911818	9.44031769199722	14.343266221437	29.9920990675786	29.3376700776782	26.8803672894139	26.793391485765	13.0038699605146	33.2628056086887
"ENSG00000116273"	5.51580410704853	6.73478536520746	12.050220114606	8.45501387931963	6.29354512799815	9.66328811897417	10.7140234423011	7.69095170439134	8.69658941716331	9.27739090215661	7.5305993204174	9.96277269438986
"ENSG00000041988"	3.0689436385082	3.03065341434336	7.90988807522852	5.34309904873671	1.8242159791299	4.50664558014939	7.48906655331414	7.18161715443165	8.04348586409571	7.84458921842586	3.61002957112793	8.55673622542355
"ENSG00000007923"	49.9325424427551	51.0721223528232	49.6839844725292	46.1502840912863	41.5465189246834	55.3364077485651	49.0193447126016	39.626227986864	41.6955057826842	40.4408275233004	52.2483849756794	49.4523112370722
"ENSG00000171735"	275.168122182458	231.190215397872	190.91874381577	220.857879910144	194.187790978378	255.708803542899	229.07943768104	173.275613896287	216.280397679018	182.825494844044	250.295383598203	205.642876703958
"ENSG00000049245"	52.8770694472697	51.2966151983301	47.2121444490203	51.7282446366708	78.6237087004986	55.8997384460838	49.5926703817549	68.1489627846067	59.7417881700784	70.099822376527	59.8954368629074	57.7680126392444
"ENSG00000049246"	66.8532046658814	46.2455261744245	65.4110666221046	59.8309662710188	51.3060744130284	62.3997080328377	60.2708609697339	56.3833346805378	45.717248714732	51.0077399408147	45.6105886674765	55.3978368772726
"ENSG00000116288"	76.8065353853675	83.3242611573167	66.0599246282757	73.3355023282654	77.8484169093684	66.2563566543117	59.876699572191	58.9809408853322	58.4012071927291	54.1599036450224	72.9381243456922	49.3317938254466
"ENSG00000116285"	29.1964367771591	28.9969925446432	23.2043982206899	23.0457843585622	32.1518066321644	26.1732108693291	29.4546062527475	24.4989918530611	26.9834889030561	24.6800090022622	29.3072293139955	26.4334856165666
"ENSG00000162426"	1.82477729857244	3.10548436284566	7.90988807522852	6.31190272240875	1.7330051801734	6.97663402311588	13.2939889534906	5.6026800495566	5.0185851972563	6.80580799772107	3.7652996602087	12.9355355144901
"ENSG00000142599"	173.353843364382	145.920349579495	152.203549447561	168.190189286882	156.335309411432	196.25574838939	215.570451601616	209.896768038389	225.698838391677	211.660628729125	201.812298282732	228.179632677961
"ENSG00000074800"	273.384817095217	389.308009583242	512.75231487663	482.493587175757	273.860423866876	347.141709063238	388.965633666148	268.877708923721	302.249449585443	293.222864575498	329.832486729828	402.688844711951
"ENSG00000142583"	3.64955459714489	2.65649867183183	8.86772608433823	6.98712952527108	3.64843195825979	4.76664436361955	11.2873491114543	8.9133546242946	8.66221554594922	8.23860968145182	11.3735340251665	20.9298571523271
"ENSG00000049239"	8.08708120958243	9.09196024303007	22.3083562121679	17.7026853098255	11.2645336711271	20.2365719800939	27.2329692847787	35.0931504922227	27.6365924561237	27.2232319908843	20.340381669581	40.6947126589392
"ENSG00000171621"	2.98599921584582	3.89120932211986	5.74702805465822	4.93209142960312	6.11112353008516	6.58663584791064	10.212363481792	9.11708844427847	11.9964810537154	10.1012518703018	7.22005914225585	11.8508788098589
"ENSG00000171612"	11.238969270753	12.2348600801269	14.3984681369394	13.8568283022183	11.9030092638226	8.79662550740698	9.99736635585954	8.65868734931475	7.04664359888727	8.4893499761047	8.61748994398279	8.1951839905465
"ENSG00000188807"	2.48833267987152	3.03065341434336	8.21886807816714	6.72291034154234	2.37148077286887	6.71663523964572	9.746536375605	11.4600273740931	6.46228778824783	9.062470649597	4.89100780604429	14.3817444539983
"ENSG00000171608"	7.63088688493931	6.84703178796092	13.3170381266543	10.8329865328783	6.11112353008516	12.176609692519	16.6622772597659	14.0576335788875	15.915102372121	12.3579145221777	13.9354904949992	15.1851938648362
"ENSG00000171603"	507.536922271127	523.741808567633	589.781029609227	561.113473178597	365.071222823371	647.136972057221	694.404883907534	508.978015774719	701.364468252174	512.584802354676	712.689708880739	642.397976435436
"ENSG00000178585"	8.91652543620627	8.68039002626739	23.853256226861	18.8182774189024	7.25125851704134	13.1732716958213	18.8480813734126	15.6875041387585	10.0371703945126	13.5399759112556	7.87995702084913	24.7060693832652
"ENSG00000162441"	48.9372093708065	51.0347068785721	40.9398503893664	47.4126646357681	47.8856694521598	37.0931597750757	39.917799714794	34.3800821222792	35.7488260626476	40.4050074812072	32.1020909174494	36.9185004280011
"ENSG00000173614"	9.28977533818699	11.4865505951038	10.8451981031454	11.5082133357406	11.7205876659096	11.0499482974817	12.3623347411166	10.4413582741737	9.48718845508725	15.2235178896392	11.4123515474367	9.36018563626144
"ENSG00000162444"	3.93986007646323	5.50007471491942	3.86225003673268	4.19814925257884	10.9452958747794	4.85331062477626	3.00995976305449	5.65361350455257	3.78112583354926	5.08644597724417	7.10360657544527	2.65138305576504
"ENSG00000130939"	100.694529112134	96.3448461967178	93.7754308918694	84.0804157999008	90.9371665596254	105.64617235004	105.706920250128	108.488259141414	108.346442066793	106.672085353754	106.70936872076	109.751189520456
"ENSG00000054523"	1172.50235875546	1228.31260419109	1094.99423241416	1070.93906702674	1017.13722456335	1193.56774865033	1072.33399844248	1029.8744600185	1126.39738581433	1010.62666761949	1155.9081781618	1045.72958067606
"ENSG00000142657"	54.9092078024981	66.711790589805	60.2202025727359	68.1098340278526	67.267964230415	59.669720806401	72.1315357503414	60.9164121751791	69.2633504963797	63.5447546734588	85.2820964276135	65.9631966297909
"ENSG00000160049"	68.5120931191291	69.7798594783995	61.085346580964	65.7905767484559	91.3932205544079	67.383018049349	78.9756109258582	68.7601642445583	76.4131157089092	68.9894010716357	81.6332493342154	68.6949246266398
"ENSG00000142655"	7.63088688493931	9.95251615080658	14.7383461401719	14.0329744247041	9.07547449617124	13.8232686544967	18.3464214129035	14.3123008538673	15.5713636599802	17.0503400363959	15.2552862521858	20.7691672701595
"ENSG00000130940"	0.497666535974303	0.710894010771898	0.370776003526337	0.499080680376506	0.547264793738969	1.25666078677243	1.28998275559478	0.916802189927444	2.71553582591265	1.82682214675671	0.931620534484626	1.40603646896631
"ENSG00000120948"	57.9366792296751	45.1978928953923	38.1899283632127	32.9099672177684	45.6053994782474	50.5264302543672	53.2834543769288	52.5123921008442	58.1262162230164	53.8017032240897	53.8010858664872	53.2285234680103
"ENSG00000116649"	5.59874852971091	6.92186273646322	20.0837001910099	15.2072819079429	4.87977774417248	18.6765792792729	26.5163121983371	15.3309699537867	12.9589494477098	17.8025609203546	10.0925557902501	29.5669383188344
"ENSG00000171824"	69.5074261910777	53.4292972306458	54.1023985145514	47.6181684453349	67.450385828328	60.0163858510279	54.4659385695574	66.6209591347276	59.0543107457967	71.4251639339779	69.0175545964027	53.9114554672225
"ENSG00000198793"	107.827749461099	128.2228302587	146.765501395842	124.183016352507	84.9172538284967	125.839411199556	136.989002073301	97.8941005022527	110.16825724114	104.272142533505	105.350755441303	137.148814430028
"ENSG00000120942"	5.97199843169164	5.94906040593326	9.33119608874615	7.63299864105244	3.92206435512928	9.79328751070925	10.8215220052673	10.0338906342059	9.24657135658866	10.531092375421	9.16093525576549	13.0962253966576
"ENSG00000204624"	3.0689436385082	3.74154742511525	8.37335807963645	6.8696987769472	3.10116716452083	16.033258313993	11.5740119460309	9.5754895392422	5.74043649275206	9.85051157564891	4.73573771696352	11.9312237509427
"ENSG00000116661"	21.0264111449143	24.769043954263	60.5600805759684	49.9667834118125	17.1932356032993	27.4298716561016	42.3902666630173	41.8673000066866	26.124142122704	39.4378663446889	29.7730395812378	37.721949838839
"ENSG00000132879"	27.4131316899179	36.0311017038599	90.6238348618956	64.3814077685693	17.9229219949512	56.6797347964942	74.245674155344	40.8995643617632	40.7330373886898	45.4198133742648	31.4033755165859	75.8054519125551
"ENSG00000116663"	0.331777690649535	1.08504875328342	2.50273802380278	1.96696503442505	0.684080992173711	2.38332218180977	1.79164271610386	2.64853965979039	1.82181517434646	2.68650315699516	1.55270089080771	3.17362517280967
"ENSG00000116670"	1.61741624191649	3.32997720835258	5.25266004995644	4.40365306214564	2.28026997391237	2.94665287932845	6.55741234094013	3.61627530471381	3.54050873505067	3.18798374630092	3.10540178161542	4.82069646502735
"ENSG00000162490"	3.81544344246966	2.09526655806454	6.17960005877228	4.8440183683602	1.50497818278217	4.15998053552251	5.94825381746482	6.06108114452033	2.74990969712674	7.19982846074702	2.79486160345388	2.2094858798042
"ENSG00000177674"	0.87091643795503	0.823140433525356	2.71902402585981	1.96696503442505	1.36816198434742	2.25332279007469	4.76576962483627	3.25974111974202	3.0592745380535	3.00888353583458	1.90205859123945	4.94121387665303
"ENSG00000177000"	11.3633859047466	14.8539432777076	31.4232662988571	20.1393733375461	10.7628742768664	29.4231956627061	33.9337130430071	28.2171340677669	24.886682758997	33.8857598202323	17.9725128110992	41.3374721876095
"ENSG00000011021"	36.951740296092	47.1060820822011	70.8491146738242	58.4511549782131	28.3209530759917	68.9863438807483	77.6856281702634	68.5564304245744	73.2163456859994	63.7238548839252	57.6052030489661	84.60322296123
"ENSG00000116685"	5.84758179769806	8.68039002626739	16.7776141595668	12.5650900706556	5.33583173895495	13.3032710875564	18.2389228499373	12.6824302939963	13.4058097734928	15.6533583947585	10.7912711911136	23.3803778553827
"ENSG00000083444"	8.25297005490719	10.1021780478112	21.2269262018828	17.0568161940441	7.16004771808485	19.6299081519969	36.0120185936876	21.392051098307	36.4706773581434	21.3129250454949	21.3884547708762	33.142288197063
"ENSG00000116688"	79.3363402765702	104.239511263711	141.111167342065	122.949993495106	70.2779205959793	105.212841044257	127.815791366849	93.8703575575711	90.8157677476105	94.8514714629757	88.3098631646885	134.738466197514
"ENSG00000116691"	0.663555381299071	1.45920349579495	4.38751604172832	4.5504414975505	1.64179438121691	5.0266431470897	6.59324519526221	5.39894622957273	5.0185851972563	4.51332530375187	1.97969363577983	7.39173457970861
"ENSG00000028137"	1.28563855126695	2.35717487782261	5.71613005436436	2.7302648985303	1.55058358226041	4.11664740494415	6.80824232119467	7.23255060942762	8.11223360652388	4.5849653879384	6.83188391955392	12.6945006912387
"ENSG00000048707"	345.380575966166	352.154443651848	368.24236750224	339.316147281862	310.299138049996	351.951686557436	316.834097915807	336.822937888344	373.67835396831	330.618988520871	377.073411332652	333.230643145016
"ENSG00000162496"	8.99946985886865	10.1395935220623	13.7187121304745	13.122886125194	11.6293768669531	10.7032832528548	21.9297068451113	21.2901841883151	22.1023991906562	18.2682214675671	16.4586294425617	22.6572733856285
"ENSG00000157330"	0.663555381299071	1.98302013531109	1.11232801057901	1.46788435404855	3.64843195825979	0.129999391735079	0.465827106187004	2.95414038976621	1.78744130313238	4.37004513537879	0.621080356323084	0.923966822463576
"ENSG00000162493"	5.01813757107422	7.63275674723512	7.16833606817585	8.86602149845322	8.9386582977365	6.36997019501885	8.13405793111153	12.0712288340447	16.4307104403323	11.7489738065922	11.4511690697069	10.3644973998088
"ENSG00000116731"	214.369860370931	154.226584863251	133.046789265367	144.586608873782	154.967147427085	172.422526571292	203.530612549399	171.391076061436	202.49647532217	178.419629666572	203.32618165127	161.734366401668
"ENSG00000189337"	38.4862121153461	50.772798558814	60.5909785762623	40.4842504846589	34.4320766060768	51.0464278213075	94.9928968078267	71.1031031743729	73.1475979435712	70.3147426290866	48.2113626595794	78.135455203985
"ENSG00000171729"	1.78330508724125	1.57144991854841	3.33698403173703	2.49540340188253	1.77861057965165	1.90665774544782	3.08162547169864	2.90320693477024	1.61557194706196	3.79692446188649	1.90205859123945	3.85655717202188
"ENSG00000142621"	6.38672054500356	10.7382411100808	11.1232801057901	6.98712952527108	11.3557444700836	8.18996167930995	5.91242096314274	12.8352306589842	8.35285070502247	14.0056364584681	8.15167967674048	8.1550115200046
"ENSG00000142634"	37.0346847187544	22.561530973445	66.3998026315082	54.6933710318489	33.4287578175554	47.7097767667738	63.1733221698221	59.5921423452839	44.892275805594	62.6850736632204	51.8213922307073	36.3159133698727
"ENSG00000132906"	7.58941467360812	8.0443269639978	9.51658409050932	8.45501387931963	7.43368011495433	11.569945864422	12.1115047608621	10.9506928241334	12.3402197658562	13.7907162059085	11.0629938470049	14.4219169245402
"ENSG00000116138"	55.9874852971091	62.2219336796667	52.5266004995644	55.0750209639015	62.2513702878077	51.1764272130426	50.0584974879419	49.40545134609	50.8733293968447	48.249596699633	53.4129106437852	54.7149048780604
"ENSG00000116771"	2.11508277789079	5.08850449815675	2.78082002644753	2.58347646312544	3.10116716452083	2.64332096527993	2.8307954914441	2.49573929480249	1.92493678798872	1.79100210466344	3.45475948204716	1.84793364492715
"ENSG00000197312"	57.0657627917201	53.953113870162	49.7766784734108	49.2621989218692	52.6286309978975	58.1530612361585	47.9801919372614	51.7993237309006	54.4825858743235	56.8822268441108	58.7309111948016	47.9257573564802
"ENSG00000116786"	27.2472428445931	33.7861732487908	69.3042146591312	64.4401231427312	21.1152999584286	58.4997262807853	92.341265587993	81.1369938085788	74.7975437618473	81.7055160147461	45.3776835338553	82.0723573170906
"ENSG00000162461"	0.539138747305495	0.486401165264983	1.39041001322376	0.910088299510099	0.319237796347732	1.55999270082094	4.15661110136096	1.22240291990326	3.36863937898025	2.90142340955477	1.28097823491636	3.7360397603962
