"C13"	"C14"	"C17"	"C19"	"C20"	"C21"	"C22"	"C23"	"Ds11"	"Ds12"	"Ds13"	"Ds15"	"Ds16"	"Ds17"	"Ds18"	"Ds19"
"ENSG00000116273"	8.2089207793297	5.6785079970109	11.6908464665598	10.7593117246578	10.5680844448949	14.8394888836802	9.55963460326075	9.37844870589829	20.6101523242674	9.42224551915229	8.66349849839777	10.6562105315706	7.56816549758229	16.8282700340481	15.3986517712157	11.557823181939
"ENSG00000041988"	3.87387272732413	1.23762353781007	9.33072253199611	8.22770896591481	8.85284560828889	8.384785829798	8.63945587139608	7.04105072073595	24.3782134140227	8.41598628895156	7.64244331822947	7.89200554405789	8.14478763073142	12.4270301789894	14.0145032973985	13.364909542633
"ENSG00000007923"	47.2243532473798	51.7617844342917	47.4494684053567	48.2270325540545	47.0307422940347	47.9040216842044	52.0156588706835	56.4726895921322	52.1819369096411	45.2206799511419	47.4945364108592	44.8682548697707	40.6518603870134	46.2130184781168	47.2917395220856	48.6407412086812
"ENSG00000171735"	320.470733121135	407.760555016129	267.407530446383	288.317909186346	306.723435184684	315.521072810361	370.141894892564	387.402073466722	154.718872018739	263.700903720482	272.46702777461	213.765185700979	252.128027719456	141.681088863582	118.633058776744	258.60158774182
"ENSG00000049245"	46.2097675330807	45.5736667452413	49.7821490383557	28.480531035859	42.1616772094758	32.3051559706557	31.0304716801031	32.7812853227706	39.279182268964	41.7140189974121	45.1120743237998	51.8388587513244	48.364181417883	49.1256036763175	98.0438502287141	33.8828692630132
"ENSG00000049246"	66.132541559319	64.4292253507006	73.108955368346	57.0559971751708	79.9245967573331	75.526353870671	75.1479297689481	71.651348113063	88.9490784521016	61.0768860027898	64.3264763506035	73.8323158258817	51.6076809168468	94.8208292303098	150.872183646068	55.5302579588272
"ENSG00000116288"	80.0139188322305	59.6243339686144	79.8600075532608	63.131843796154	68.4712277516094	63.0599175803299	66.6618370195295	64.2928729745889	31.9714274282265	59.1253529502793	61.0467233476386	48.4336786942436	55.2115692490289	27.4430249786016	31.0856678078099	43.5206631867147
"ENSG00000116285"	37.4935538966014	44.5544473611624	32.0537762275631	32.4045153119106	30.4869870635449	33.602424721681	30.5959428345003	36.1286700916451	21.9232645222125	25.4004223865821	29.6724823570124	29.204426607199	27.7139012744799	49.5786724849265	25.1453639410114	22.7768176712478
"ENSG00000162426"	4.42728311694186	3.34886369054489	14.6272797339821	11.4555024833122	13.4452592675888	15.7570692197713	14.6717386691756	16.5926400181277	10.6190812529467	12.3800378018635	11.8504283031655	10.6161495897225	8.32498204734052	7.11965270671268	5.76728530757142	12.0095947721125
"ENSG00000142599"	208.912422080694	222.699435421235	199.430472470635	202.306705458051	196.118195366125	185.699275604092	174.885080094947	204.969603563063	467.35375879904	227.536556841147	240.597729726932	282.910371330644	273.895513245835	356.953497068367	375.219582110596	281.717234105698
"ENSG00000074800"	247.236091561722	194.598100974489	359.507250497497	343.791654637302	334.720559420898	392.407976834546	347.929802726164	334.219055112966	236.360195630103	371.309655944069	297.560232353898	380.659069439787	285.391917025496	304.980032309365	210.621259432508	224.756366111321
"ENSG00000142583"	2.99763961042938	5.16889830497146	3.81461891749253	8.98718979353772	2.87717482269389	6.01173323645894	3.09282295987848	3.43395506462122	11.1899995998793	12.8984137689366	13.7378333331736	4.32658171958504	16.1454197281756	20.9706134270446	4.15244542145142	4.25418247413388
"ENSG00000049239"	13.0512616884849	9.68258414874935	19.2377543968508	16.0123874490496	21.2744946024192	18.351606721822	22.1609711257408	16.4194994266342	34.0267334771839	26.5896378404557	26.547434684376	32.1689363039517	25.695723808458	54.1093605710164	101.73491282556	26.8427619828094
"ENSG00000171621"	4.38116558447372	2.76645261392839	9.16606272260794	8.19606393143052	8.9635061783925	9.20744406215554	8.28160858678204	7.38733190372296	23.4647440589305	7.56219057847821	6.80703453445539	9.29413850873823	6.45096011460586	15.33961537719	34.7767304046557	6.43774515997251
"ENSG00000171612"	16.0027837664461	12.3762353781007	14.0784137026883	14.8731662076152	12.2833232815008	18.0035590081323	12.7802601647871	14.8323773379438	10.9616322611062	9.6661871507161	10.9221963211943	19.3494349125886	9.26199301370785	15.4690636082212	12.2266448520514	11.3695850193667
"ENSG00000188807"	4.01222532472856	4.58648722835496	9.74237205546653	8.82896462111628	10.4297587322653	9.77697668455691	9.94304240820436	10.532719315855	27.6895398262319	11.0383588282626	9.71549474463179	15.0228531930036	10.0548484467879	24.3362674338542	22.60775840568	16.3390725112753
"ENSG00000171608"	10.6992675326095	8.2265564572081	13.3648878620062	13.4491396558223	12.6706352768635	13.5422201326549	14.3394519048911	14.5149529202057	29.1168356935634	16.2526112029391	16.7391167415471	15.6237673207237	20.5782023767595	33.7859882991274	14.8795960935343	18.9367591547729
"ENSG00000171603"	759.694112347742	716.001617315413	924.345283302038	999.318543979322	949.246370348776	1064.36154916443	986.533842640246	1066.69032742625	662.836200788767	1018.15138473947	944.44510058962	614.374604181075	732.994847882506	530.025781957001	329.311991062328	913.783336390952
"ENSG00000178585"	8.2089207793297	6.47932322735859	21.1313422048147	19.6199213802584	21.329824887471	28.3500683150906	22.3654552883774	23.5759772083659	25.0633154303419	20.7960240908151	16.9866452700728	29.8854626186152	17.7671694776575	29.643644906131	35.4688046415642	25.1862661521732
"ENSG00000162441"	35.7410876628119	32.396616136793	33.7552609245742	35.1576333120437	34.3877721596972	35.5325074975968	35.478002217449	32.0887229567966	35.5111211792087	26.162739985219	29.9509519516037	31.4077784088395	31.7862950898456	30.6145066388645	58.4226001656985	28.6498483435034
"ENSG00000173614"	11.5755006495042	6.11531630447328	9.76981535703122	9.84160572461348	7.85690047735639	8.79611494597677	9.71299772523819	9.11873781865803	10.4478057488669	8.93436225602466	9.7773768767632	11.4173684266827	8.97368194713329	11.7797890238337	13.4954476197171	9.14837470101357
"ENSG00000162444"	1.10682077923546	2.11124015273482	2.77177345803414	1.07593117246578	0.553302850518056	1.74023856844864	1.78923642307019	0.519421774480521	2.91168356935634	1.86005494067408	2.78469594591357	0.921401662504221	1.80194416609102	2.07117169649823	8.47790940212998	0.602362120231346
"ENSG00000130939"	96.3395253259536	110.439700403404	98.5763392203824	85.5998182799983	95.8597188522531	81.1583986921957	97.3600219353481	94.9099009036907	123.546730276218	95.8995539085241	100.341877251086	97.0276011558792	99.3231624349371	76.4391804238879	164.30995841271	104.735713655225
"ENSG00000054523"	1128.72660715783	1112.18675218379	985.708505600695	1027.22946439446	1030.11158195199	1069.20257645485	1042.25577695872	1053.35850188125	652.616762378674	1008.7901246282	989.619057045551	898.446742825311	921.658402072236	862.966632169092	1412.75420894269	885.472316740079
"ENSG00000142657"	64.3339577930614	45.7192695143954	82.7689975191184	65.220416072117	72.8976505557538	70.2107160615916	82.4071175425472	69.169666301656	95.9142822846795	79.0370886266755	82.0866482723189	54.482880913293	64.3294067294495	60.6464962380889	44.4657697213756	55.8690866514573
"ENSG00000160049"	65.9019538969783	66.103657195973	58.5365622374932	59.5243098649452	57.0178587458856	51.764187236036	56.0031000420971	57.1941087233551	87.6359662541566	53.8501151677118	56.8387383627025	56.5259889475415	59.5722741309692	63.6885296673207	87.5473909689341	61.2150504685105
"ENSG00000142655"	14.065847402784	13.1770506084484	25.9613632802009	18.3857650353712	22.9344031539734	23.9836515433467	25.0748704433123	24.2108260438421	20.4959686548809	23.7538163735263	21.6896873120601	17.9473019479083	19.064569277243	21.1647857735913	19.2627329272885	24.0191895442249
"ENSG00000130940"	0.830115584426599	1.01921938407888	0.795855745376139	1.83541200008869	0.9959451309325	1.61367576347056	1.22690497581956	1.09655707945888	11.8180097815052	1.49414249332836	2.25869782279656	2.04310803424849	3.5318105655384	7.89634209289952	2.19156841687714	2.14591505332417
"ENSG00000120948"	53.0812798708342	69.6709250402491	48.5472004679445	49.1447385540988	49.6312656914696	48.3153508003832	40.0277748361132	45.8533999805304	35.3398456751289	42.1104241487033	53.311456831212	46.5107534855391	56.797280115189	38.5755728472796	57.7881987818656	48.3019125160511
"ENSG00000116649"	8.57786103907485	4.22248030546964	19.9787235390976	16.6769331732196	15.1328329616688	19.8387196803145	18.0201668323498	17.8911944543291	19.639591134482	20.7350386829241	17.8839361859783	17.7469972386682	18.7041804440248	22.2003716218404	16.8404730981085	24.5462563994274
